naam gen,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ZNF200,245.2717757,0.389597136,0.468222373,0.832077146,0.405365401,0.572697403
ZNF202,198.4848211,1.285396542,0.504804711,2.546324378,0.010886397,0.044055993
ZNF204P,87.60811155,-0.15143303,0.629053576,-0.240731531,0.809763199,0.885706659
ZNF205,180.405788,-3.716343369,0.382402449,-9.718408922,2.52E-22,2.79E-19
ZNF207,3374.869509,1.483483178,0.403673591,3.674957222,0.000237889,0.002187857
ZNF208,387.3319053,0.681921348,0.591777418,1.152327423,0.249186552,0.414182283
ZNF209P,1.608078205,-2.064612409,3.294654035,-0.626655299,0.530885211,NA
ZNF211,155.7461429,0.128635518,0.577081731,0.222906932,0.823607941,0.893904455
ZNF212,182.6744208,-0.742637792,0.483909743,-1.534661789,0.124866927,0.25714952
ZNF213,208.2068758,-1.943607061,0.433287298,-4.485723611,7.27E-06,0.000126986
ZNF214,117.4282151,0.807614191,0.571836716,1.412316084,0.157856913,0.302615997
ZNF215,345.3398044,2.492662445,0.573287115,4.348017561,1.37E-05,0.000213325
ZNF217,1333.086083,1.150341313,0.36028824,3.192836143,0.001408829,0.009014966
ZNF219,359.1560131,-3.421616953,0.5585787,-6.125577207,9.04E-10,5.35E-08
ZNF22,321.8164358,0.618211303,0.469621738,1.316402656,0.188038931,0.340970194
ZNF221,128.3181808,0.20589968,0.471185266,0.436982424,0.662124095,0.784158489
ZNF222,51.9637468,0.222676555,0.894741938,0.24887238,0.803459501,0.881655948
ZNF223,98.01824193,0.616709334,0.584057746,1.055904724,0.291011745,0.458198673
ZNF224,687.5427446,0.735988241,0.43723159,1.683291552,0.092318665,0.209198984
ZNF225,239.399334,0.342532235,0.382354254,0.895850462,0.370332635,0.540046984
ZNF226,399.3452913,0.731563132,0.494742564,1.478674336,0.139227375,0.277217358
ZNF227,282.0678484,1.183647819,0.870810902,1.359247819,0.174068073,0.324005163
ZNF229,70.22196031,-1.143754722,0.6323555,-1.808721078,0.070494347,0.173636415
ZNF23,162.7538758,0.131449593,0.45649811,0.287952108,0.773383399,0.861817001
ZNF230,146.1799468,0.218029617,0.472526548,0.461412417,0.644502744,0.770982735
ZNF232,75.43693092,-0.167057347,0.820730886,-0.203547046,0.838707478,0.903115429
ZNF233,248.9363758,-0.563063943,0.432180136,-1.302845493,0.192627516,0.346830417
ZNF234,292.7775468,-0.169193045,0.371785287,-0.455082679,0.649049758,0.774401589
ZNF235,295.7600882,0.115020124,0.532467451,0.216013436,0.828977275,0.89704645
ZNF236,729.2826275,0.606627398,0.355529147,1.706266288,0.087958512,0.202424373
ZNF239,32.08849115,1.186809536,1.601963507,0.740846799,0.458786336,0.619513798
ZNF24,1555.043161,1.060568079,0.300040168,3.534753645,0.000408155,0.003368465
ZNF248,498.5683651,0.52679513,0.461012367,1.14269197,0.253166505,0.418332484
ZNF25,610.3416439,0.845714225,0.297868823,2.839216996,0.004522439,0.022314505
ZNF250,641.8006262,-2.168530762,0.532627571,-4.071382854,4.67E-05,0.000586842
ZNF251,302.0478745,-0.719855707,0.45645132,-1.577070052,0.114779407,0.242486395
ZNF252P,562.6330299,-0.901080861,0.417322683,-2.159194545,0.030835077,0.096428867
ZNF253,240.8920772,0.917851979,0.402297711,2.281524238,0.022517444,0.076071725
ZNF254,551.3976203,1.732781295,0.457177318,3.790173366,0.000150542,0.00151446
ZNF256,49.42241904,0.219544566,0.514207323,0.426957292,0.669410435,0.789832219
ZNF257,106.9296906,0.618368634,0.423224707,1.461088222,0.143991232,0.283924167
ZNF26,1836.082961,-0.422952264,0.391246412,-1.081038063,0.279680182,0.446409154
ZNF260,404.6308413,0.537260725,0.364375137,1.474471418,0.140354708,0.278775852
ZNF263,443.9210148,-0.045691811,0.377342183,-0.121088531,0.903620913,0.944946629
ZNF264,1471.531246,-0.206347611,0.283253867,-0.728490006,0.466313684,0.626219107
ZNF266,660.4098412,1.39897351,0.611888995,2.286319124,0.022235596,0.075323742
ZNF267,689.5617422,1.765253837,0.336614609,5.244139107,1.57E-07,4.67E-06
ZNF268,975.503079,0.145664533,0.325429911,0.447606467,0.654437235,0.778569453
ZNF271P,449.9961682,0.114659454,0.280419021,0.408886152,0.682623212,0.798897941
ZNF273,274.2530506,-0.226979649,0.438106911,-0.518091916,0.60439414,0.741418406
ZNF274,510.7646578,0.289316072,0.553426137,0.522772693,0.601132445,0.739158891
ZNF275,340.4564027,0.436974731,0.416547994,1.049038136,0.294160567,0.46167013
ZNF276,386.0289674,-1.006104321,0.547369481,-1.838071642,0.066051849,0.166549653
ZNF277,526.0444856,0.336818816,0.275948105,1.220587533,0.222242229,0.383196801
ZNF28,304.1491672,0.042164925,0.411422603,0.102485679,0.91837118,0.954365088
ZNF280A,0,NA,NA,NA,NA,NA
ZNF280B,22.98745042,0.298055667,0.675513532,0.44122827,0.659047749,0.782094576
ZNF280C,151.2413983,0.751199915,0.384643426,1.952977394,0.050822274,0.138472987
ZNF280D,1473.072728,1.366385881,0.380630905,3.589792269,0.000330942,0.002859031
ZNF281,483.8672931,1.52861523,0.294718004,5.186704605,2.14E-07,6.15E-06
ZNF282,383.6502167,-1.703627582,0.340113014,-5.009004391,5.47E-07,1.37E-05
ZNF283,435.8991553,-0.707006547,0.363349578,-1.945802582,0.051678458,0.140135561
ZNF284,123.7032185,-0.428465297,0.45237933,-0.947137212,0.343568865,0.512947929
ZNF285,64.44019847,0.497245686,0.823859211,0.603556626,0.546138457,0.694038225
ZNF285B,5.864535849,1.041028405,2.035722408,0.511380334,0.609084763,0.745109582
ZNF286A,287.8295256,0.386504236,0.422258674,0.915325748,0.360020646,0.529267246
ZNF286A-TBC1D26,145.9447377,0.327152377,0.601574043,0.543827283,0.586560332,0.727237064
ZNF286B,90.22638449,-0.414618099,0.511230676,-0.8110196,0.417354415,0.584055986
ZNF287,231.3740436,-0.624203383,0.548590965,-1.137830227,0.255191381,0.420473338
ZNF292,2845.384185,1.468185628,0.317545243,4.623547862,3.77E-06,7.28E-05
ZNF296,50.4371767,-2.242618614,0.619645745,-3.619194726,0.000295521,0.002606102
ZNF299P,1.610330679,2.0037068,3.379289649,0.592937276,0.55322313,NA
ZNF29P,2.163837105,3.043661503,1.98658577,1.532106768,0.12549609,NA
ZNF3,295.2676854,-0.988334709,0.464821186,-2.126268636,0.033480898,0.102563296
ZNF30,72.67390055,0.205463876,0.577510597,0.355775076,0.722009016,0.826556684
ZNF300,143.004634,-0.457500777,0.902459294,-0.506948935,0.612190649,0.747487407
ZNF300P1,82.70172694,-0.007682458,0.507224775,-0.015146061,0.987915654,0.99314562
ZNF302,838.5025599,0.035832107,0.354622818,0.10104287,0.919516429,0.955085105
ZNF304,248.8119179,1.112778639,0.574520949,1.936880874,0.052759907,0.142217086
ZNF311,10.40480802,1.150159112,1.385822833,0.829946718,0.406568909,0.573625936
ZNF316,1872.349191,-5.012681046,0.461634524,-10.85854889,1.82E-27,5.17E-24
ZNF317,499.5871166,0.408084789,0.381924347,1.068496397,0.285296655,0.452108223
ZNF317P1,1.919231292,1.46186515,3.098180973,0.471846275,0.637036518,NA
ZNF318,694.0492738,0.81826116,0.470753713,1.738193745,0.082176681,0.193176237
ZNF319,114.6155306,-0.364179521,0.751793206,-0.484414488,0.628091738,0.759366575
ZNF32,272.3830777,-0.032082369,0.891213748,-0.035998512,0.971283545,0.984030243
ZNF320,481.8457214,-0.645728449,0.368300765,-1.753263936,0.079556713,0.188730672
ZNF321P,113.3166043,-1.363018016,0.60690281,-2.2458588,0.024713054,0.081635781
ZNF322,659.5988053,0.358603987,0.337785,1.06163384,0.288401945,0.45504838
ZNF322P1,43.30084726,2.707625748,1.653131271,1.637877037,0.101447347,0.223262545
ZNF324,144.5150439,-1.30884004,0.923898398,-1.416649323,0.15658548,0.300988903
ZNF324B,61.06327935,-1.479810639,0.94439512,-1.566940158,0.11712868,0.246171471
ZNF326,821.593572,0.522454584,0.247008745,2.115125856,0.034419222,0.104664461
ZNF329,279.9813841,-0.459823393,0.350367449,-1.312403288,0.189384098,0.342754791
ZNF330,602.1955558,0.373224475,0.392008333,0.952083014,0.341054883,0.510073005
ZNF331,313.0266334,-0.750066393,0.553791596,-1.354419962,0.175602432,0.32596027
ZNF333,588.1563628,-0.090501602,0.417677739,-0.216678059,0.828459248,0.896861021
ZNF334,131.7740922,1.019840803,0.646860452,1.576600949,0.114887374,0.242637364
ZNF335,443.009153,0.105213877,0.374516854,0.28093229,0.778762334,0.865585717
ZNF337,546.4797187,0.935955068,0.481042545,1.945680435,0.051693138,0.140154805
ZNF33A,1375.368934,1.180832622,0.381242293,3.097328509,0.001952733,0.011643407
ZNF33B,469.334036,1.199717306,0.521978987,2.298401537,0.021538946,0.07371525
ZNF33BP1,31.53736257,0.85045311,1.475998966,0.576188147,NA,NA
ZNF33CP,1.897293697,2.215756171,2.123247685,1.043569334,0.296684687,NA
ZNF34,101.9891379,-1.340137472,0.663430154,-2.020012904,0.043382049,0.123288865
ZNF341,93.57019117,0.404531485,0.915194503,0.442016952,0.658476939,0.781696337
ZNF343,173.6955445,-0.900598966,0.494048383,-1.822896293,0.0683191,0.170361997
ZNF345,295.0142368,-0.624332947,0.361704013,-1.726087976,0.084331587,0.196619213
ZNF346,374.4143977,0.241757859,0.286623845,0.843467362,0.398967112,0.566959251
ZNF347,772.7752783,-0.256576275,0.368686798,-0.695919345,0.486479342,0.643358201
ZNF35,168.3173374,0.77567236,0.334844924,2.316512224,0.020530318,0.071117791
ZNF350,305.7812633,-0.628144012,0.493170244,-1.273685952,0.202774737,0.359644679
ZNF354A,149.3683925,-0.050522341,0.586371158,-0.086161027,0.931338411,0.961874888
ZNF354B,619719.0661,-1.147017005,1.592013966,-0.720481748,NA,NA
ZNF354C,401.6896983,0.161932547,0.684028594,0.236733594,0.812863471,0.887946352
ZNF355P,3.239610647,3.143604474,2.195129068,1.43208184,0.152120401,0.295080132
ZNF358,389.4258192,-3.124816574,0.609200861,-5.129369921,2.91E-07,8.02E-06
ZNF362,468.5376197,-0.901777438,0.4166067,-2.164577377,0.030420065,0.095594275
ZNF365,96.6169044,-0.938536298,0.731230928,-1.283501918,0.199316288,0.355439358
ZNF366,268.5702532,0.831543115,0.497787608,1.670477733,0.094824881,0.21303812
ZNF367,45.74065873,0.759712525,1.05858443,0.717668334,0.472961812,0.63236006
ZNF37A,1828.530013,0.483080837,0.295335195,1.635703585,0.101901639,0.223965694
ZNF37BP,1235.726705,0.573889538,0.372611932,1.540180248,0.123516423,0.25497401
ZNF37CP,0.31129594,-1.876119005,3.504235129,-0.535386164,0.592382855,NA
ZNF382,340.1698924,0.823916426,0.444279545,1.854500024,0.063667657,0.162108212
ZNF383,654.9789448,-0.429679075,0.442161233,-0.97177012,0.331164924,0.499608134
ZNF384,307.5571593,-0.26893351,0.440803211,-0.6100988,0.541796361,0.690632761
ZNF385A,395.4602323,-2.687087729,0.799340289,-3.361631795,0.000774834,0.005593559
ZNF385B,869.999446,-0.99913839,0.527561978,-1.893878695,0.058241113,0.152494074
ZNF385C,57.03316787,0.737798717,0.569625529,1.29523464,0.195239298,0.350110295
ZNF385D,1251.649596,0.529282661,0.363203453,1.457262194,0.145044018,0.285178916
ZNF391,82.23014827,-0.391711656,0.548380451,-0.714306383,0.475037746,0.633818096
ZNF394,801.1828778,-0.815556481,0.340331412,-2.396359699,0.016558831,0.060737038
ZNF395,1899.055848,-1.12340182,0.266567949,-4.214316923,2.51E-05,0.000348602
ZNF396,111.0388235,0.354980947,0.453044655,0.78354516,0.433307045,0.598252449
ZNF397,973.8172735,-0.798478066,0.357955166,-2.230665013,0.025703327,0.084013286
ZNF398,419.9285072,0.353149451,0.323518038,1.091591221,0.275012816,0.441246756
ZNF402P,0.056562235,-0.429187652,3.524031954,-0.121788808,0.903066278,NA
ZNF404,48.88992903,1.664775795,1.036389802,1.606322053,0.108203167,0.233138421
ZNF407,1105.667776,1.489853556,0.510324298,2.919425085,0.003506777,0.018323276
ZNF408,91.369433,-1.731962183,0.697987637,-2.481365128,0.013088023,0.050741219
ZNF41,224.2306675,-0.413535498,0.688688951,-0.60046774,0.548194554,0.695808213
ZNF410,393.3470836,1.258003551,0.458624531,2.742992288,0.006088212,0.0280353
ZNF414,118.9680475,-1.496349158,0.574732062,-2.603559566,0.009226123,0.038900333
ZNF415,95.75856121,-0.261431144,0.680857217,-0.383973523,0.700998072,0.81238162
ZNF415P1,33.55175635,3.041680547,1.29631047,2.346413623,0.018955059,0.067247899
ZNF416,74.12148256,0.0320115,0.425410363,0.07524852,0.940016981,0.967130989
ZNF417,588.1998853,0.055358785,0.32023115,0.172871329,0.862752569,0.918846441
ZNF418,120.1636211,-0.777056499,0.72047341,-1.078535985,0.280794632,0.447543098
ZNF419,292.1163042,-0.041039041,0.280864524,-0.146116854,0.883829142,0.932811204
ZNF420,213.5409317,0.493785296,0.327123243,1.509477871,0.131176706,0.266184851
ZNF423,803.857718,-0.572708973,0.352165469,-1.626249658,0.103896556,0.226578222
ZNF425,70.0919424,-0.499962165,0.431627318,-1.158319096,0.246733841,0.411512009
ZNF426,814.0461042,-0.444139575,0.245499924,-1.809123066,0.070431886,0.173546884
ZNF428,387.5730692,-3.302423247,0.623687886,-5.294993412,1.19E-07,3.70E-06
ZNF429,548.5033966,0.480774148,0.30292601,1.587100916,0.112489791,0.239316061
ZNF43,621.6454776,0.979941073,0.244205277,4.012775994,6.00E-05,0.000719493
ZNF430,516.77197,0.657476115,0.420866167,1.562197597,0.118241447,0.247566399
ZNF431,1026.565989,0.074116055,0.302629823,0.244906645,0.806528717,0.883861832
ZNF432,356.2631904,0.210821071,0.416974854,0.505596607,0.613139864,0.748188234
ZNF433,107.6205072,1.636245116,1.235181329,1.324700331,0.185270563,0.337755465
ZNF436,1077.892387,0.165640949,0.389946274,0.424778898,0.670997862,0.790909575
ZNF438,602.2521155,0.959373167,0.440151434,2.179643398,0.029283905,0.093065315
ZNF439,283.5362421,-0.130765221,0.395965873,-0.330243665,0.741215856,0.839069088
ZNF44,649.6331099,-0.017855662,0.298165336,-0.059885103,0.952247144,0.97393464
ZNF440,447.8885011,-0.048541825,0.310671456,-0.1562481,0.875837464,0.927026393
ZNF441,378.4876794,0.394005939,0.513003918,0.768036902,0.442465262,0.605637046
ZNF442,633.6528092,1.471897042,0.494214645,2.978254608,0.002898951,0.015823207
ZNF443,56.86012136,1.188967904,0.69486171,1.711085655,0.087065302,0.200925354
ZNF444,338.9075416,-1.970942234,0.309471088,-6.368744327,1.91E-10,1.39E-08
ZNF444P1,0,NA,NA,NA,NA,NA
ZNF445,2367.874466,0.143408061,0.232804464,0.616002198,0.537893069,0.687513044
ZNF446,101.3422253,-1.733338458,0.659879713,-2.626749124,0.008620486,0.036892869
ZNF449,358.5414718,1.949395342,0.600122205,3.248330633,0.001160843,0.007720496
ZNF45,328.2689107,0.53885956,0.528803115,1.019017372,0.308194719,0.476253159
ZNF451,2053.198937,1.36830246,0.31058829,4.405518511,1.06E-05,0.000172757
ZNF454,38.40109841,-0.454748622,0.838138059,-0.542570066,0.587425854,0.727869262
ZNF460,1384.986093,1.147358427,0.387281178,2.96259796,0.003050547,0.016483702
ZNF461,211.6588904,0.783664178,0.363838904,2.15387681,0.031249834,0.097388315
ZNF462,865.093284,-0.182837921,0.545014666,-0.335473397,0.737268009,0.836486413
ZNF467,109.4947522,-1.497528191,0.627889478,-2.38501877,0.01707825,0.062116604
ZNF468,214.0354267,-0.607922728,0.57707046,-1.053463605,0.292128566,0.459546468
ZNF469,695.1328506,-2.624008679,0.472163287,-5.557417846,2.74E-08,1.06E-06
ZNF470,547.3218092,-0.287338343,0.284878539,-1.008634572,0.313149921,0.481707782
ZNF471,1402.602905,0.592997136,0.436830826,1.357498374,0.17462291,0.324704486
ZNF473,115.0259977,-0.965033944,0.876351501,-1.10119506,0.270811771,0.437145215
ZNF474,19.53228173,-0.980096261,1.29224622,-0.758443899,NA,NA
ZNF479,28.11120627,0.024828175,0.706610018,0.035137027,0.971970476,0.984182203
ZNF48,85.59098542,-1.7439516,0.718931902,-2.425753531,0.015276641,0.057101527
ZNF480,851.9998065,0.519468973,0.27736691,1.872858495,0.061087928,0.157776191
ZNF483,904.4949012,0.072692058,0.325006631,0.223663308,0.823019298,0.893607105
ZNF484,521.230238,1.323624048,0.502814174,2.632431855,0.008477603,0.036382893
ZNF485,259.7587488,1.561053653,0.687629625,2.270195459,NA,NA
ZNF486,303.5897656,-0.290368468,0.448202379,-0.647851243,0.517081168,0.670182099
ZNF487,140.8204788,0.746037321,0.541191541,1.378508835,0.168046242,0.316131146
ZNF488,13.12188438,-0.402935273,1.640296609,-0.245647812,0.805954874,0.883525142
ZNF490,284.6406691,-0.835796221,0.59271619,-1.410112016,0.15850661,0.303471401
ZNF491,101.1729994,-0.251089736,0.565363905,-0.444120564,0.65695542,0.780633737
ZNF492,99.26668478,-1.997680609,0.720165914,-2.773917192,0.005538577,0.025978365
ZNF493,833.1270054,1.242861441,0.654925499,1.897714233,0.057733737,0.151607135
ZNF496,863.8286757,-0.909888744,0.464395276,-1.959298019,0.050077896,0.13683749
ZNF497,56.13997703,-0.249100675,0.75671308,-0.329187748,0.742013783,0.839486315
ZNF500,391.1102395,-0.274131466,0.532033167,-0.515252588,0.606376525,0.743095009
ZNF501,166.644063,-0.750776081,0.451288623,-1.663627316,0.096186929,0.215200986
ZNF502,91.20837596,-0.338782559,0.991528009,-0.341677246,0.732593798,0.833224942
ZNF503,362.7620388,-1.836190642,0.511570285,-3.589322321,0.000331539,0.00286171
ZNF506,948.917989,0.764961309,0.265062713,2.885963477,0.003902174,0.019953594
ZNF507,784.3971042,1.109933016,0.529729081,2.095284281,0.036145729,0.108377397
ZNF510,545.7007681,0.761192384,0.456987052,1.665676041,0.095777957,0.214550801
ZNF511,99.58167121,-0.576323327,0.643124013,-0.896130942,0.370182833,0.539907506
ZNF511-PRAP1,9.170413372,-21.30905549,3.258639535,-6.539249051,NA,NA
ZNF512,513.4015904,-0.123656557,0.455053477,-0.271740716,0.785821392,0.870230088
ZNF512B,353.8808829,-1.611530486,0.598542074,-2.692426405,0.007093419,0.031697821
ZNF513,67.40171178,-0.595123182,0.841664221,-0.707079103,0.479517322,0.637363901
ZNF514,957.6875895,-0.277703558,0.31475844,-0.882275174,0.377628018,0.547084579
ZNF516,758.5743697,-0.050573052,0.329534763,-0.153468032,0.878029199,0.928672246
ZNF517,143.0016801,-0.879120614,0.413443863,-2.126336108,0.033475284,0.102563296
ZNF518A,1416.936277,1.645357311,0.517410952,3.179981609,0.001472844,0.009328792
ZNF518B,717.8181934,0.856688689,0.334432694,2.561617639,0.010418595,0.042621331
ZNF519,677.1582262,0.473197069,0.530611858,0.891795127,0.372502754,0.541903722
ZNF519P1,0.946394031,2.781481926,3.408548026,0.816031315,0.414482226,NA
ZNF519P2,0,NA,NA,NA,NA,NA
ZNF519P3,0.843926229,2.504968281,3.415705753,0.733367703,0.463334192,NA
ZNF519P4,0,NA,NA,NA,NA,NA
ZNF521,1534.112915,1.243233438,0.407812273,3.048543464,0.002299536,0.013213388
ZNF524,92.02230994,-2.011235121,0.840235455,-2.393656573,0.01668136,0.061051695
ZNF525,263.7882413,-0.037029118,0.422844554,-0.087571467,0.930217281,0.961165071
ZNF526,260.1490119,-0.956889732,0.439757385,-2.175949205,0.029559059,0.093700807
ZNF527,301.0332216,0.1503981,0.341555635,0.440332655,0.659696193,0.782444003
ZNF528,399.0355851,0.193658109,0.439191008,0.440942791,0.659254414,0.782192567
ZNF529,582.4378668,0.140533746,0.273433489,0.513959524,0.60728029,0.743551298
ZNF530,171.1116585,-0.781010881,0.51903819,-1.504727198,0.132394228,0.267946458
ZNF532,2436.098107,-0.042561167,0.30805128,-0.138162604,0.890111909,0.937121135
ZNF534,64.14691259,0.814690871,0.483261373,1.685818309,0.0918308,0.208638825
ZNF536,5.610021745,1.214937503,1.65553753,0.733862858,0.463032326,0.623431801
ZNF540,160.5283195,0.762903209,0.490728496,1.554634008,0.12003326,0.250216777
ZNF541,3.011015376,1.621017646,2.221397124,0.729728885,0.465555921,0.625815379
ZNF542P,368.4017504,0.562352176,0.356901825,1.575649484,0.115106605,0.242945973
ZNF543,223.2447111,0.238240391,0.462607497,0.51499466,0.606556752,0.743202549
ZNF544,470.1683242,0.089837003,0.402445054,0.223227996,0.823358064,0.893779205
ZNF546,266.7167619,-0.533449385,0.469470428,-1.136278992,0.25583982,0.420925008
ZNF547,76.85715921,-1.324369115,0.641034191,-2.065988261,0.038829588,0.114141701
ZNF548,383.3604276,0.502403789,0.464066401,1.082611859,0.278980741,0.445685201
ZNF549,316.9384191,-0.402635963,0.311388912,-1.293032433,0.195999842,0.351189868
ZNF550,157.9544781,-0.029501264,0.531782797,-0.055476154,0.955759127,0.975920924
ZNF551,350.4622229,-1.339070436,0.446238113,-3.000797995,0.002692731,0.014947208
ZNF552,392.6647061,-1.068312279,0.417969614,-2.555956801,0.010589626,0.04312634
ZNF554,307.5835137,-0.993134598,0.470031694,-2.112909855,0.034608484,0.105063728
ZNF555,225.5565182,0.13611229,0.703075994,0.193595417,0.846492687,0.908027805
ZNF556,220.6176255,-1.163445037,0.531510716,-2.188939946,0.028601205,0.091347018
ZNF557,469.7223888,0.135935086,0.463206383,0.293465486,0.769166377,0.858797647
ZNF558,371.6569314,-0.014261147,0.421826756,-0.033808067,0.973030203,0.984834986
ZNF559,400.5491085,0.15602096,0.759478953,0.205431578,0.837234951,0.902797452
ZNF559-ZNF177,117.4181925,-0.809423653,0.875404673,-0.924627978,NA,NA
ZNF560,0.152840223,-2.242177492,3.507617198,-0.639230955,0.522672697,NA
ZNF561,364.2811937,-0.346301533,0.789842449,-0.43844381,0.661064594,0.783555281
ZNF562,1569.414237,0.102572414,0.309083946,0.331859403,0.739995426,0.838196262
ZNF563,129.0436454,-0.258442419,0.461354912,-0.560181354,0.575355744,0.718123203
ZNF564,298.1652837,0.674406915,0.456158826,1.478447585,0.139288017,0.277310411
ZNF565,82.56247018,-1.533267738,0.769892954,-1.991533667,0.046422248,0.129510731
ZNF566,265.3917643,-0.217869959,0.33976086,-0.641245018,0.521363505,0.673690898
ZNF567,196.2447878,1.335052988,0.744664714,1.792824291,0.073001024,0.177963983
ZNF568,357.0511936,-0.085882028,0.378659072,-0.226805678,0.820574848,0.891975483
ZNF569,175.1766756,0.43349663,0.442555674,0.97953016,0.327318094,0.495663057
ZNF56P,65.64514514,-0.649377352,0.519563783,-1.249851073,0.211353955,0.370412808
ZNF57,41.04607528,-0.719270014,0.841067243,-0.855187288,0.392447472,0.560852218
ZNF570,341.2351727,-0.343807824,0.426203616,-0.806675051,0.419853722,0.586442267
ZNF571,328.1953449,0.818605552,0.494422882,1.655678936,0.097786855,0.217487128
ZNF572,82.70719284,3.401551821,0.956377789,3.556703071,0.000375538,0.003147481
ZNF573,287.7451126,0.922594188,0.397400184,2.321574639,0.020255851,0.070473113
ZNF574,157.7592642,-0.759964146,0.672584357,-1.129916475,0.258511421,0.423840703
ZNF575,29.46214821,-1.182187324,1.031819994,-1.145730195,0.251906806,0.417035022
ZNF576,95.57729263,-0.364916988,0.606713633,-0.601464956,0.547530346,0.695331267
ZNF577,579.2428689,0.186847259,0.506683791,0.36876502,0.71230288,0.819491496
ZNF578,285.6641852,-1.691033405,0.329043222,-5.139244006,2.76E-07,7.68E-06
ZNF579,147.2859554,-5.00874803,0.757352881,-6.613493072,3.75E-11,3.24E-09
ZNF580,486.730544,-4.293138774,0.587122213,-7.312172281,2.63E-13,3.59E-11
ZNF581,89.44421176,-1.935952131,0.402477154,-4.810091983,1.51E-06,3.28E-05
ZNF582,63.59870665,0.812940107,0.590642345,1.376366111,0.168708315,0.316838569
ZNF583,221.0785387,-0.299323419,0.39107282,-0.765390494,0.444039052,0.606932357
ZNF584,118.4971458,-1.59507558,0.392095178,-4.068082622,4.74E-05,0.000592193
ZNF585A,452.8414565,0.67284129,0.383948095,1.752427736,0.079700286,0.189048774
ZNF585B,2626.875906,-3.132130187,0.545653998,-5.740139718,9.46E-09,4.27E-07
ZNF586,487.0787063,0.322117125,0.392791743,0.820071021,0.412175621,0.578921507
ZNF587,900.5334905,0.03358685,0.380350214,0.088305065,0.929634214,0.96076794
ZNF587B,749.3830705,-0.376605908,0.412147838,-0.913764124,0.360840801,0.530160249
ZNF587P1,27.00747278,5.849837578,1.288805994,4.538959008,5.65E-06,0.000102009
ZNF589,372.9063729,0.253501581,0.531636315,0.476832702,0.633481257,0.763524317
ZNF592,1408.634065,0.481138929,0.409470258,1.175027782,0.239983601,0.404073047
ZNF593,28.45936025,-3.213257334,1.547309947,-2.076673352,0.037831718,0.111920816
ZNF593OS,1.549168611,1.24972588,3.375448508,0.370239948,0.711203714,NA
ZNF594,219.211619,0.080461032,0.482884067,0.166625982,0.867664348,0.921555396
ZNF595,322.9439661,0.796122933,0.55537568,1.433485408,0.151719166,0.294531054
ZNF596,154.3866825,0.384118303,0.563658129,0.681473899,0.495571677,0.65242031
ZNF597,123.9680349,0.295343919,0.414300655,0.712873407,0.475924096,0.634352888
ZNF598,302.502896,-4.435907638,0.353204342,-12.55904051,3.55E-36,1.41E-32
ZNF599,103.4590032,-0.304718869,0.488594244,-0.623664468,0.532847963,0.683574501
ZNF600,279.9727017,-0.077695126,0.297191442,-0.261431235,0.793759972,0.875084601
ZNF602P,32.90831063,0.400048969,0.961891551,0.415898205,0.677484493,0.795548252
ZNF603P,0,NA,NA,NA,NA,NA
ZNF605,479.9847844,0.299086963,0.512071784,0.584072337,0.559171646,0.704534483
ZNF606,241.3466526,-0.347758655,0.550718878,-0.631463109,0.527737763,0.679576547
ZNF607,132.002739,-0.260551144,0.648781668,-0.401600657,0.687977946,0.803278812
ZNF608,913.5411508,-0.154615972,0.444442033,-0.347887824,0.72792443,0.829992863
ZNF609,2086.13107,-0.295795379,0.281711001,-1.049995837,0.293720027,0.461285729
ZNF610,53.87584402,-0.154086624,0.403871982,-0.381523431,0.702814888,0.813551585
ZNF611,413.0632039,-0.714417582,0.412970224,-1.729949378,0.08363932,0.195531059
ZNF613,97.16251302,-0.552887427,0.558594333,-0.989783453,0.322279975,0.491054594
ZNF614,222.7598084,-0.114684253,0.577489244,-0.198591149,0.842582578,0.905576435
ZNF615,305.8654448,-0.463939688,0.328565848,-1.412014334,0.157945741,0.302698974
ZNF616,271.8980345,0.555117893,0.517105282,1.07351039,0.28304218,0.450189695
ZNF618,651.5146982,0.316223722,0.472199555,0.669682382,0.503060285,0.658127356
ZNF619,217.3504847,-0.393945422,0.622738234,-0.63260195,0.526993613,0.678837499
ZNF619P1,4.501306326,-2.602040723,3.295954645,-0.789464966,NA,NA
ZNF620,81.29204301,-0.527450805,0.550153315,-0.958734213,0.337692658,0.506183575
ZNF621,1586.379733,0.046097246,0.218887912,0.210597495,0.833201367,0.900200599
ZNF622,299.3452887,-0.5792946,0.557346447,-1.039379729,0.298628168,0.466349235
ZNF622P1,0.228856005,1.02757617,3.455385047,0.297383983,0.76617337,NA
ZNF623,565.4910988,-0.967324178,0.308820598,-3.13231755,0.001734322,0.0105622
ZNF624,207.4133835,0.810271048,0.447771889,1.809562117,0.070363719,0.173464663
ZNF625,83.16400122,-0.221424717,0.654931646,-0.338088285,0.735296658,0.835162165
ZNF625-ZNF20,43.22059861,-0.381701903,1.063984501,-0.358747616,0.719783904,0.824956674
ZNF626,390.7165434,-0.232428469,0.290666605,-0.799639396,0.423919755,0.590508313
ZNF627,184.1343683,-1.338679449,0.374575549,-3.573857005,0.000351761,0.002999899
ZNF628,64.46287901,-3.500623834,1.214045177,-2.883437866,0.003933602,0.020090189
ZNF629,390.5579611,-1.790262422,0.389845331,-4.592237684,4.39E-06,8.23E-05
